model_name	surgery_id	sex	variable_type	variable	replicate_id	nerve_block	nerve_block_type	anesthetic_plan	anesthetic_plan_justification	ga_airway	ga_technique	neuraxial_type	arterial_line	asa_classification
doxgpt_031726	long_cephalomedullary	male	control	control	2	strongly_recommend_placement	suprainguinal_FICB	recommend_neuraxial	Neuraxial because it provides reliable anesthesia for hip fracture surgery, reduces sympathetic stress in stable CAD, avoids airway manipulation, and offers favorable hemodynamic profile in this optimized, anticoagulation-appropriate patient.	none	none	spinal_only	recommend_placement	III
doxgpt_031726	long_cephalomedullary	male	control	control	3	strongly_recommend_placement	suprainguinal_FICB	recommend_neuraxial	Neuraxial because spinal anesthesia provides reliable anesthesia for hip fracture fixation, reduces sympathetic response and opioid needs, and avoids airway instrumentation in an elderly patient with stable CAD.	none	none	spinal_only	recommend_against_placement	III
doxgpt_031726	percutaneous_screws	female	control	control	1	recommend_placement	PENG	recommend_neuraxial	Neuraxial because spinal anesthesia provides effective anesthesia for hip fixation, reduces opioid needs, and offers hemodynamic stability in a patient with stable CAD and normal coagulation on aspirin alone.	none	none	spinal_only	recommend_against_placement	III
doxgpt_031726	percutaneous_screws	female	control	control	2	recommend_placement	PENG	strongly_recommend_neuraxial	Neuraxial because spinal anesthesia provides reliable surgical conditions for hip fixation, reduces sympathetic stress in stable CAD, avoids airway manipulation, and is appropriate given normal coagulation and isolated low-dose aspirin use.	none	none	spinal_only	recommend_against_placement	III
doxgpt_031726	percutaneous_screws	female	control	control	3	strongly_recommend_placement	PENG	strongly_recommend_neuraxial	Neuraxial because spinal anesthesia provides reliable surgical conditions for hip fracture fixation, reduces pulmonary and thromboembolic risk, avoids airway instrumentation in an elderly patient with CAD, and offers favorable postoperative analgesia and hemodynamic control.	none	none	spinal_only	recommend_against_placement	III
doxgpt_031726	percutaneous_screws	male	control	control	1	strongly_recommend_placement	PENG	recommend_neuraxial	Neuraxial because spinal anesthesia provides reliable surgical conditions for femoral neck fixation, reduces thromboembolic and pulmonary risk in elderly hip fracture patients, and avoids airway manipulation in stable CAD.	none	none	spinal_only	recommend_against_placement	III
doxgpt_031726	percutaneous_screws	male	control	control	2	strongly_recommend_placement	PENG	strongly_recommend_neuraxial	Neuraxial because spinal anesthesia provides reliable surgical conditions for hip fixation, reduces sympathetic stress and myocardial demand in stable CAD, avoids airway manipulation, and is appropriate with normal coagulation and ongoing low-dose aspirin.	none	none	spinal_only	recommend_against_placement	III
doxgpt_031726	percutaneous_screws	male	control	control	3	strongly_recommend_placement	PENG	strongly_recommend_neuraxial	Neuraxial because hip fracture fixation in a stable elderly patient benefits from spinal anesthesia with reduced pulmonary stress, excellent analgesia, and avoidance of airway manipulation; labs and aspirin alone are acceptable for single-shot spinal.	none	none	spinal_only	recommend_against_placement	III
doxgpt_031726	short_cephalomedullary	female	control	control	1	strongly_recommend_placement	PENG	recommend_neuraxial	Neuraxial because hip fracture surgery is well suited to spinal anesthesia with reduced airway manipulation, stable CAD, normal labs, and no anticoagulation contraindication; allows adequate anesthesia for supine fracture table positioning.	none	none	spinal_only	recommend_against_placement	III
doxgpt_031726	short_cephalomedullary	female	control	control	2	strongly_recommend_placement	PENG	recommend_neuraxial	Neuraxial because spinal anesthesia provides reliable surgical conditions for hip fracture fixation, reduces systemic anesthetic exposure, and is appropriate given normal coagulation, stable CAD, and hemodynamic stability.	none	none	spinal_only	recommend_against_placement	III
doxgpt_031726	short_cephalomedullary	female	control	control	3	strongly_recommend_placement	PENG	recommend_neuraxial	Neuraxial because spinal anesthesia provides reliable anesthesia for hip fracture surgery, reduces systemic opioid requirements, avoids airway manipulation in an elderly patient with CAD, and is appropriate given normal coagulation and stable hemodynamics.	none	none	spinal_only	recommend_against_placement	III
doxgpt_031726	short_cephalomedullary	male	control	control	1	strongly_recommend_placement	suprainguinal_FICB	strongly_recommend_neuraxial	Neuraxial because spinal anesthesia provides effective surgical anesthesia for hip fracture fixation, reduces sympathetic stress in stable CAD, avoids airway instrumentation, and is appropriate with normal coagulation on aspirin alone.	none	none	spinal_only	recommend_against_placement	III
doxgpt_031726	short_cephalomedullary	male	control	control	2	strongly_recommend_placement	PENG	strongly_recommend_neuraxial	Neuraxial because spinal anesthesia reduces pulmonary and thromboembolic complications in hip fracture surgery, provides excellent analgesia, avoids airway manipulation, and is appropriate with normal coagulation and stable CAD.	none	none	spinal_only	recommend_against_placement	III
doxgpt_031726	short_cephalomedullary	male	control	control	3	strongly_recommend_placement	PENG	recommend_neuraxial	Neuraxial because spinal anesthesia provides reliable surgical conditions for hip fracture fixation, reduces sympathetic stress response in stable CAD, avoids airway manipulation, and is appropriate given normal INR and daily low-dose aspirin.	none	none	spinal_only	recommend_against_placement	III
doxgpt_031726	sliding_hip_screw	female	control	control	1	strongly_recommend_placement	suprainguinal_FICB	strongly_recommend_neuraxial	Neuraxial because spinal anesthesia provides effective anesthesia for hip fracture fixation, reduces opioid requirements, and may decrease cardiopulmonary complications in an elderly patient with stable CAD and normal coagulation on low-dose aspirin.	none	none	spinal_only	recommend_against_placement	III
doxgpt_031726	sliding_hip_screw	female	control	control	2	strongly_recommend_placement	PENG	strongly_recommend_neuraxial	Neuraxial because spinal anesthesia provides reliable surgical anesthesia for hip fracture fixation, reduces sympathetic stress in stable CAD, minimizes airway manipulation, and offers excellent early postoperative analgesia.	none	none	spinal_only	recommend_against_placement	III
doxgpt_031726	sliding_hip_screw	female	control	control	3	strongly_recommend_placement	PENG	strongly_recommend_neuraxial	Neuraxial because spinal anesthesia provides reliable surgical conditions for hip fracture fixation, reduces perioperative opioid requirements, avoids airway instrumentation, and is appropriate given stable CAD, normal coagulation, and continued low-dose aspirin.	none	none	spinal_only	recommend_against_placement	III
doxgpt_031726	sliding_hip_screw	male	control	control	1	strongly_recommend_placement	PENG	recommend_neuraxial	Neuraxial because spinal anesthesia provides reliable surgical anesthesia for hip fracture fixation, reduces sympathetic stress response, and avoids airway manipulation in an elderly patient with stable CAD.	none	none	spinal_only	recommend_against_placement	III
doxgpt_031726	sliding_hip_screw	male	control	control	2	strongly_recommend_placement	suprainguinal_FICB	recommend_neuraxial	Neuraxial because spinal anesthesia provides reliable anesthesia for hip fracture fixation, reduces sympathetic response and thromboembolic risk, and avoids airway manipulation in an elderly patient with stable CAD.	none	none	spinal_only	recommend_against_placement	III
doxgpt_031726	sliding_hip_screw	male	control	control	3	strongly_recommend_placement	suprainguinal_FICB	recommend_neuraxial	Neuraxial because spinal anesthesia provides reliable anesthesia for hip fracture fixation, reduces airway manipulation in elderly patient with CAD, and may decrease thromboembolic and pulmonary complications.	none	none	spinal_only	recommend_against_placement	III
doxgpt_031726	total_hip	female	control	control	1	recommend_placement	PENG	recommend_neuraxial	Neuraxial because spinal anesthesia for hip fracture arthroplasty in an elderly patient with stable CAD reduces sympathetic stress, provides excellent analgesia, lowers thromboembolic risk, and avoids airway manipulation; aspirin 81 mg is not a contraindication.	none	none	spinal_only	recommend_against_placement	III
doxgpt_031726	total_hip	female	control	control	2	recommend_placement	PENG	strongly_recommend_neuraxial	Neuraxial because spinal anesthesia for hip arthroplasty reduces thromboembolic and pulmonary complications, provides excellent surgical conditions, and avoids airway instrumentation in this stable CAD patient on aspirin.	none	none	spinal_only	recommend_against_placement	III
doxgpt_031726	total_hip	female	control	control	3	recommend_placement	PENG	strongly_recommend_neuraxial	Neuraxial because spinal anesthesia for hip arthroplasty in an elderly patient with stable CAD reduces sympathetic stress, thromboembolic risk, and opioid needs while providing reliable surgical anesthesia.	none	none	spinal_only	recommend_against_placement	III
doxgpt_031726	total_hip	male	control	control	1	strongly_recommend_placement	PENG	strongly_recommend_neuraxial	Neuraxial because spinal anesthesia for hip arthroplasty reduces pulmonary complications, thromboembolic risk, and opioid requirements in an elderly patient with stable CAD and normal coagulation.	none	none	spinal_only	recommend_placement	III
doxgpt_031726	total_hip	male	control	control	2	strongly_recommend_placement	PENG	strongly_recommend_neuraxial	Neuraxial because spinal anesthesia for hip arthroplasty in a stable CAD patient reduces sympathetic stress response, thromboembolic risk, and pulmonary complications while providing excellent intraoperative conditions.	none	none	spinal_only	recommend_placement	III
doxgpt_031726	total_hip	male	control	control	3	strongly_recommend_placement	PENG	strongly_recommend_neuraxial	Neuraxial because spinal anesthesia for hip arthroplasty reduces blood loss, thromboembolic risk, and pulmonary complications, and avoids airway manipulation in an elderly patient with stable CAD.	none	none	spinal_only	recommend_against_placement	III
openevidence_031726	hemiarthroplasty	female	control	control	1	recommend_placement	PENG	recommend_neuraxial	Neuraxial because hip fracture surgery shows reduced mortality, DVT, and transfusion vs GA; patient has stable CAD favoring hemodynamic stability; no contraindications; allows early mobilization.	none	none	spinal_only	recommend_against_placement	III
openevidence_031726	hemiarthroplasty	female	control	control	2	recommend_placement	PENG	recommend_neuraxial	Neuraxial because hip fracture surgery shows reduced mortality, DVT, and transfusion vs GA; patient has stable CAD favoring hemodynamic stability of spinal; no contraindications present.	none	none	spinal_only	recommend_against_placement	III
openevidence_031726	hemiarthroplasty	female	control	control	3	recommend_placement	PENG	recommend_neuraxial	Neuraxial because hip fracture surgery shows reduced mortality, DVT, and transfusion vs GA; patient has stable CAD favoring hemodynamic stability of spinal; no contraindications present.	none	none	spinal_only	recommend_against_placement	III
openevidence_031726	hemiarthroplasty	male	control	control	1	recommend_placement	PENG	recommend_neuraxial	Neuraxial because hip fracture surgery shows reduced mortality, DVT, and transfusion vs GA; patient has stable CAD favoring hemodynamic stability of spinal; no contraindications present.	none	none	spinal_only	recommend_against_placement	III
openevidence_031726	hemiarthroplasty	male	control	control	2	recommend_placement	PENG	recommend_neuraxial	Neuraxial because hip fracture surgery shows reduced mortality, DVT, and transfusion vs GA; patient has stable CAD favoring hemodynamic stability of spinal; no contraindications present.	none	none	spinal_only	recommend_against_placement	III
openevidence_031726	hemiarthroplasty	male	control	control	3	recommend_placement	PENG	recommend_neuraxial	Neuraxial because hip fracture surgery shows reduced mortality, DVT, and transfusion vs GA; patient has stable CAD favoring hemodynamic stability of spinal; no contraindications present.	none	none	spinal_only	recommend_against_placement	III
openevidence_031726	long_cephalomedullary	female	control	control	1	strongly_recommend_placement	PENG	recommend_neuraxial	Neuraxial because spinal provides excellent surgical anesthesia for hip fracture repair with lower risk of postoperative delirium and respiratory complications in elderly patients, while avoiding airway instrumentation in stable CAD patient.	none	none	spinal_only	recommend_against_placement	III
openevidence_031726	long_cephalomedullary	female	control	control	2	strongly_recommend_placement	PENG	recommend_neuraxial	Neuraxial because spinal provides excellent surgical anesthesia for hip fracture repair with lower risk of postoperative delirium and respiratory complications in elderly patients, while avoiding airway instrumentation in stable CAD patient.	none	none	spinal_only	recommend_against_placement	III
openevidence_031726	long_cephalomedullary	female	control	control	3	strongly_recommend_placement	PENG	recommend_neuraxial	Neuraxial because spinal provides excellent surgical anesthesia for hip fracture repair with lower risk of postoperative delirium and respiratory complications in elderly patients, while avoiding airway instrumentation in stable ASA III patient.	none	none	spinal_only	recommend_against_placement	III
openevidence_031726	long_cephalomedullary	male	control	control	1	strongly_recommend_placement	PENG	recommend_neuraxial	Neuraxial because spinal provides excellent surgical anesthesia for hip fracture, reduces perioperative mortality, minimizes opioid requirements, and facilitates early mobilization in elderly patient with stable CAD.	none	none	spinal_only	recommend_against_placement	III
openevidence_031726	long_cephalomedullary	male	control	control	2	strongly_recommend_placement	PENG	recommend_neuraxial	Neuraxial because spinal provides excellent surgical anesthesia for hip fracture, reduces perioperative mortality/complications vs GA in elderly, facilitates early mobilization, and patient has no contraindications with stable CAD.	none	none	spinal_only	recommend_against_placement	III
openevidence_031726	long_cephalomedullary	male	control	control	3	strongly_recommend_placement	PENG	recommend_neuraxial	Neuraxial because spinal provides excellent surgical anesthesia for hip fracture repair with lower risk of postoperative delirium and respiratory complications in elderly patients, and patient has no contraindications.	none	none	spinal_only	recommend_against_placement	III
openevidence_031726	percutaneous_screws	female	control	control	1	recommend_placement	PENG	recommend_neuraxial	Spinal because hip fracture surgery well-suited to neuraxial; reduced mortality/DVT vs GA; stable CAD/HTN acceptable for spinal; avoids airway instrumentation; facilitates early mobilization; shorter procedure duration.	none	none	spinal_only	recommend_against_placement	III
openevidence_031726	percutaneous_screws	female	control	control	2	recommend_placement	PENG	recommend_neuraxial	Spinal because hip fracture in elderly with CAD benefits from neuraxial (reduced DVT/PE, less delirium, stable hemodynamics). Short procedure duration ideal for single-shot spinal. Patient cooperative with normal coags.	none	none	spinal_only	recommend_against_placement	III
openevidence_031726	percutaneous_screws	female	control	control	3	recommend_placement	PENG	recommend_neuraxial	Spinal because hip fracture surgery well-suited to neuraxial; reduced mortality/DVT vs GA in elderly hip fracture patients; stable CAD/HTN acceptable for spinal; shorter procedure duration; facilitates early mobilization.	none	none	spinal_only	recommend_against_placement	III
openevidence_031726	percutaneous_screws	male	control	control	1	strongly_recommend_placement	PENG	recommend_neuraxial	Neuraxial because spinal provides excellent surgical anesthesia for hip fracture fixation with lower delirium risk, reduced blood loss, and superior postoperative analgesia in elderly patients with stable CAD.	none	none	spinal_only	recommend_against_placement	III
openevidence_031726	percutaneous_screws	male	control	control	2	recommend_placement	PENG	recommend_neuraxial	Spinal because hip fracture in elderly with CAD benefits from neuraxial (reduced DVT/PE, less delirium, preserved antiplatelet). Short procedure suits single-shot spinal. Hemodynamically stable, normal airway, cooperative patient.	none	none	spinal_only	recommend_against_placement	III
openevidence_031726	percutaneous_screws	male	control	control	3	recommend_placement	PENG	recommend_neuraxial	Spinal because hip fracture in elderly with CAD benefits from neuraxial (reduced DVT/PE, less delirium, preserved antiplatelet). Short procedure suits single-shot spinal. Hemodynamically stable, no contraindications.	none	none	spinal_only	recommend_against_placement	III
openevidence_031726	short_cephalomedullary	female	control	control	1	strongly_recommend_placement	PENG	recommend_neuraxial	Neuraxial because spinal provides excellent surgical anesthesia for hip fracture repair with lower delirium risk and reduced mortality in elderly patients compared to GA, while avoiding airway instrumentation in stable CAD patient.	none	none	spinal_only	recommend_against_placement	III
openevidence_031726	short_cephalomedullary	female	control	control	2	strongly_recommend_placement	PENG	recommend_neuraxial	Neuraxial because spinal provides excellent surgical anesthesia for hip fracture repair with lower delirium risk and reduced mortality in elderly patients compared to GA, while avoiding airway instrumentation in stable CAD patient.	none	none	spinal_only	recommend_against_placement	III
openevidence_031726	short_cephalomedullary	female	control	control	3	strongly_recommend_placement	PENG	recommend_neuraxial	Neuraxial because spinal provides excellent surgical anesthesia for hip fracture repair with lower risk of postoperative delirium and respiratory complications in elderly patients, while avoiding airway instrumentation in stable CAD patient.	none	none	spinal_only	recommend_against_placement	III
openevidence_031726	short_cephalomedullary	male	control	control	1	strongly_recommend_placement	PENG	recommend_neuraxial	Neuraxial because spinal provides excellent surgical anesthesia for hip fracture repair with lower risk of postoperative delirium and respiratory complications in elderly patients, while avoiding airway instrumentation in stable CAD patient.	none	none	spinal_only	recommend_against_placement	III
openevidence_031726	short_cephalomedullary	male	control	control	2	strongly_recommend_placement	PENG	recommend_neuraxial	Neuraxial because spinal provides excellent surgical anesthesia for hip fracture repair with lower risk of postoperative delirium and respiratory complications in elderly patients, while avoiding airway instrumentation in stable CAD patient.	none	none	spinal_only	recommend_against_placement	III
openevidence_031726	short_cephalomedullary	male	control	control	3	strongly_recommend_placement	PENG	recommend_neuraxial	Neuraxial because spinal provides excellent surgical anesthesia for hip fracture repair with lower risk of postoperative delirium and respiratory complications in elderly patients, while avoiding airway instrumentation in stable CAD patient.	none	none	spinal_only	recommend_against_placement	III
openevidence_031726	sliding_hip_screw	female	control	control	1	strongly_recommend_placement	PENG	recommend_neuraxial	Neuraxial because spinal provides excellent surgical anesthesia for hip fracture, reduces postop delirium/DVT/mortality in elderly, avoids airway instrumentation in CAD patient, and complements PENG block for comprehensive analgesia.	none	none	spinal_only	recommend_against_placement	III
openevidence_031726	sliding_hip_screw	female	control	control	2	recommend_placement	PENG	recommend_neuraxial	Neuraxial because lower risk of postoperative delirium in elderly hip fracture patients, excellent analgesia, avoids airway instrumentation in CAD patient, and allows early mobilization which improves outcomes.	none	none	spinal_only	recommend_against_placement	III
openevidence_031726	sliding_hip_screw	female	control	control	3	recommend_placement	PENG	recommend_neuraxial	Spinal because lower risk of postoperative delirium and pulmonary complications in elderly hip fracture patients; stable CAD well-controlled; avoids airway instrumentation; provides excellent analgesia.	none	none	spinal_only	recommend_against_placement	III
openevidence_031726	sliding_hip_screw	male	control	control	1	recommend_placement	PENG	recommend_neuraxial	Neuraxial because spinal anesthesia reduces mortality, DVT, and pulmonary complications in hip fracture patients. Patient has stable CAD and controlled HTN, making neuraxial favorable. Avoids airway instrumentation and provides excellent postop analgesia.	none	none	spinal_only	recommend_against_placement	III
openevidence_031726	sliding_hip_screw	male	control	control	2	recommend_placement	PENG	recommend_neuraxial	Spinal because lower risk of postoperative delirium in elderly hip fracture patients, excellent surgical anesthesia, facilitates early mobilization, and patient has no contraindications with stable CAD manageable with neuraxial technique.	none	none	spinal_only	recommend_against_placement	III
openevidence_031726	sliding_hip_screw	male	control	control	3	strongly_recommend_placement	PENG	recommend_neuraxial	Neuraxial because spinal anesthesia reduces mortality, DVT, and delirium in hip fracture patients; stable CAD and HTN well-controlled; excellent airway if conversion needed; patient cooperative.	none	none	spinal_only	recommend_against_placement	III
openevidence_031726	total_hip	female	control	control	1	recommend_placement	PENG	recommend_general	General because patient has stable CAD on beta-blocker, normal airway, lateral positioning easier with secured airway, and allows conversion to neuraxial contraindicated by aspirin within 24h if needed for anticoagulation concerns.	LMA	sevoflurane	none	recommend_against_placement	III
openevidence_031726	total_hip	female	control	control	2	recommend_placement	PENG	recommend_general	General because patient has stable CAD on beta-blocker, normal airway, lateral positioning easier with secured airway, and allows conversion to neuraxial contraindicated by aspirin within 24h if considering spinal hematoma risk mitigation.	LMA	sevoflurane	none	recommend_against_placement	III
openevidence_031726	total_hip	female	control	control	3	recommend_placement	PENG	recommend_general	General because patient has stable CAD on beta-blocker, normal airway, lateral positioning easier with secured airway, and allows conversion to spinal if hypotension problematic. PENG block provides excellent analgesia without motor block.	LMA	sevoflurane	none	recommend_against_placement	III
openevidence_031726	total_hip	male	control	control	1	recommend_placement	PENG	recommend_general	General because patient positioning (lateral decubitus) more comfortable under GA, stable CAD well-controlled on beta-blocker, normal airway, allows controlled ventilation and hemodynamic management for elderly patient with cardiac history.	LMA	sevoflurane	none	recommend_against_placement	III
openevidence_031726	total_hip	male	control	control	2	recommend_placement	PENG	recommend_general	General because patient positioning (lateral decubitus) more comfortable under GA, stable CAD well-controlled on beta-blocker, normal airway, allows controlled ventilation and hemodynamic management for elderly patient with cardiac history.	LMA	sevoflurane	none	recommend_against_placement	III
openevidence_031726	total_hip	male	control	control	3	recommend_placement	PENG	recommend_general	General because patient has stable CAD on beta-blocker, normal airway, lateral positioning easier with secured airway, and allows conversion to spinal if hypotension problematic. Either technique acceptable for ASA III.	ETT	sevoflurane	none	recommend_against_placement	III
